=== PHASE A: Writing known pattern, sustained hold ===
CHECK 2026-07-30T05:37:06.875384 matches=0 nonzero=0 1520, 248.65, 0
4, 196.23, 0
CHECK 2026-07-30T05:37:07.205685 matches=0 nonzero=0 1520, 248.49, 0
4, 196.24, 0
CHECK 2026-07-30T05:37:07.719287 matches=0 nonzero=0 1520, 248.43, 0
4, 196.19, 0
CHECK 2026-07-30T05:37:08.264970 matches=0 nonzero=0 1520, 248.26, 0
4, 196.26, 0
CHECK 2026-07-30T05:37:08.440858 matches=0 nonzero=0 1520, 248.40, 0
4, 196.26, 0
CHECK 2026-07-30T05:37:08.587696 matches=0 nonzero=0 1520, 249.09, 1
4, 196.29, 0
CHECK 2026-07-30T05:37:08.865023 matches=0 nonzero=0 1520, 248.61, 0
4, 196.30, 0
CHECK 2026-07-30T05:37:09.017494 matches=0 nonzero=0 1520, 249.11, 0
4, 196.29, 0
CHECK 2026-07-30T05:37:09.304064 matches=0 nonzero=0 1520, 249.11, 0
4, 196.29, 0
CHECK 2026-07-30T05:37:09.483480 matches=0 nonzero=0 1520, 248.64, 0
4, 196.24, 0
CHECK 2026-07-30T05:37:09.844478 matches=0 nonzero=0 1520, 248.75, 0
4, 196.23, 0
CHECK 2026-07-30T05:37:09.996781 matches=0 nonzero=0 1520, 248.68, 1
4, 196.18, 0
CHECK 2026-07-30T05:37:10.355276 matches=0 nonzero=0 1520, 248.73, 0
4, 196.15, 0
CHECK 2026-07-30T05:37:10.505748 matches=0 nonzero=0 1520, 248.72, 0
4, 196.10, 0
CHECK 2026-07-30T05:37:10.825276 matches=0 nonzero=0 1520, 248.73, 0
4, 196.16, 0
CHECK 2026-07-30T05:37:10.966219 matches=0 nonzero=0 1520, 248.55, 1
4, 196.19, 0
CHECK 2026-07-30T05:37:11.229749 matches=0 nonzero=0 1520, 248.47, 0
4, 196.21, 0
CHECK 2026-07-30T05:37:11.726558 matches=0 nonzero=0 1520, 248.52, 0
4, 196.22, 0
CHECK 2026-07-30T05:37:11.870976 matches=0 nonzero=0 1520, 248.76, 1
4, 196.18, 0
CHECK 2026-07-30T05:37:12.161311 matches=0 nonzero=0 1520, 248.49, 1
4, 196.23, 0
CHECK 2026-07-30T05:37:12.459741 matches=0 nonzero=0 1520, 248.65, 0
4, 196.24, 0
CHECK 2026-07-30T05:37:12.611552 matches=0 nonzero=0 1520, 248.71, 0
4, 196.21, 0
CHECK 2026-07-30T05:37:12.757124 matches=0 nonzero=0 1520, 249.17, 1
4, 196.15, 0
CHECK 2026-07-30T05:37:13.081781 matches=0 nonzero=0 1520, 248.97, 0
4, 196.13, 0
CHECK 2026-07-30T05:37:13.227786 matches=0 nonzero=0 1520, 249.05, 0
4, 196.12, 0
CHECK 2026-07-30T05:37:13.549679 matches=0 nonzero=0 1520, 248.93, 0
4, 196.11, 0
CHECK 2026-07-30T05:37:13.694142 matches=0 nonzero=0 1520, 248.62, 0
4, 196.19, 0
CHECK 2026-07-30T05:37:14.253043 matches=0 nonzero=0 1520, 248.64, 0
4, 196.14, 0
CHECK 2026-07-30T05:37:14.412802 matches=0 nonzero=0 1520, 248.67, 0
4, 196.20, 0
CHECK 2026-07-30T05:37:14.558880 matches=0 nonzero=0 1520, 249.16, 0
4, 196.18, 0
CHECK 2026-07-30T05:37:14.710478 matches=0 nonzero=0 1520, 249.19, 1
4, 196.15, 0
CHECK 2026-07-30T05:37:14.857726 matches=0 nonzero=0 1520, 249.12, 0
4, 196.12, 0
CHECK 2026-07-30T05:37:15.145785 matches=0 nonzero=0 1520, 249.24, 0
4, 196.11, 0
CHECK 2026-07-30T05:37:15.297746 matches=0 nonzero=0 1520, 249.03, 1
4, 196.12, 0
CHECK 2026-07-30T05:37:15.445773 matches=0 nonzero=0 1520, 249.43, 0
4, 196.09, 0
CHECK 2026-07-30T05:37:15.591137 matches=0 nonzero=0 1520, 249.08, 1
4, 196.06, 0
CHECK 2026-07-30T05:37:15.885109 matches=0 nonzero=0 1520, 248.87, 0
4, 196.07, 0
CHECK 2026-07-30T05:37:16.032192 matches=0 nonzero=0 1520, 249.08, 0
4, 196.11, 0
CHECK 2026-07-30T05:37:16.175618 matches=0 nonzero=0 1520, 249.33, 1
4, 196.13, 0
CHECK 2026-07-30T05:37:16.458412 matches=0 nonzero=0 1520, 249.19, 0
4, 196.15, 0
CHECK 2026-07-30T05:37:16.608476 matches=0 nonzero=0 1520, 249.21, 0
4, 196.21, 0
CHECK 2026-07-30T05:37:17.040207 matches=0 nonzero=0 1520, 249.13, 0
4, 196.13, 0
CHECK 2026-07-30T05:37:17.322766 matches=0 nonzero=0 1520, 248.99, 0
4, 196.13, 0
CHECK 2026-07-30T05:37:17.467597 matches=0 nonzero=0 1520, 248.70, 1
4, 196.12, 0
CHECK 2026-07-30T05:37:18.010972 matches=0 nonzero=0 1520, 248.34, 0
4, 196.14, 0
CHECK 2026-07-30T05:37:18.173368 matches=0 nonzero=0 1520, 248.13, 1
4, 196.13, 0
CHECK 2026-07-30T05:37:18.329358 matches=0 nonzero=0 1520, 248.43, 1
4, 196.16, 0
CHECK 2026-07-30T05:37:18.474304 matches=0 nonzero=0 1520, 248.68, 0
4, 196.12, 0
CHECK 2026-07-30T05:37:18.799138 matches=0 nonzero=0 1520, 249.24, 1
4, 196.12, 0
CHECK 2026-07-30T05:37:19.119848 matches=0 nonzero=0 1520, 249.00, 0
4, 196.12, 0
CHECK 2026-07-30T05:37:19.270049 matches=0 nonzero=0 1520, 249.12, 1
4, 196.15, 0
CHECK 2026-07-30T05:37:19.422190 matches=0 nonzero=0 1520, 249.16, 1
4, 196.12, 0
CHECK 2026-07-30T05:37:19.567052 matches=0 nonzero=0 1520, 248.97, 0
4, 196.12, 0
CHECK 2026-07-30T05:37:19.718437 matches=0 nonzero=0 1520, 249.15, 1
4, 196.12, 0
CHECK 2026-07-30T05:37:19.862025 matches=0 nonzero=0 1520, 248.80, 1
4, 196.14, 0
CHECK 2026-07-30T05:37:20.016931 matches=0 nonzero=0 1520, 248.92, 1
4, 196.10, 0
CHECK 2026-07-30T05:37:20.161697 matches=0 nonzero=0 1520, 248.61, 0
4, 196.12, 0
CHECK 2026-07-30T05:37:20.313601 matches=0 nonzero=0 1520, 248.81, 1
4, 196.11, 0
CHECK 2026-07-30T05:37:20.462732 matches=0 nonzero=0 1520, 248.77, 1
4, 196.12, 0
CHECK 2026-07-30T05:37:20.721952 matches=0 nonzero=0 1520, 248.55, 1
4, 196.12, 0
CHECK 2026-07-30T05:37:21.042606 matches=0 nonzero=0 1520, 248.42, 0
4, 196.14, 0
CHECK 2026-07-30T05:37:21.201072 matches=0 nonzero=0 1520, 248.48, 0
4, 196.10, 0
CHECK 2026-07-30T05:37:21.346999 matches=0 nonzero=0 1520, 248.44, 1
4, 196.13, 0
CHECK 2026-07-30T05:37:21.488619 matches=0 nonzero=0 1520, 248.43, 1
4, 196.17, 0
CHECK 2026-07-30T05:37:21.633725 matches=0 nonzero=0 1520, 248.38, 1
4, 196.20, 0
CHECK 2026-07-30T05:37:21.777225 matches=0 nonzero=0 1520, 248.70, 0
4, 196.23, 0
CHECK 2026-07-30T05:37:21.927610 matches=0 nonzero=0 1520, 249.23, 1
4, 196.22, 0
CHECK 2026-07-30T05:37:22.073011 matches=0 nonzero=0 1520, 249.16, 1
4, 196.19, 0
CHECK 2026-07-30T05:37:22.221774 matches=0 nonzero=0 1520, 249.07, 0
4, 196.20, 0
CHECK 2026-07-30T05:37:22.524964 matches=0 nonzero=0 1520, 249.05, 0
4, 196.18, 0
CHECK 2026-07-30T05:37:22.685047 matches=0 nonzero=0 1520, 248.78, 1
4, 196.15, 0
CHECK 2026-07-30T05:37:22.829728 matches=0 nonzero=0 1520, 248.81, 1
4, 196.10, 0
CHECK 2026-07-30T05:37:22.973323 matches=0 nonzero=0 1520, 248.34, 0
4, 196.12, 0
CHECK 2026-07-30T05:37:23.123385 matches=0 nonzero=0 1520, 248.68, 1
4, 196.11, 0
CHECK 2026-07-30T05:37:23.266868 matches=0 nonzero=0 1520, 248.63, 1
4, 196.10, 0
CHECK 2026-07-30T05:37:23.418908 matches=0 nonzero=0 1520, 248.78, 1
4, 196.06, 0
CHECK 2026-07-30T05:37:23.563986 matches=0 nonzero=0 1520, 249.18, 0
4, 196.05, 0
CHECK 2026-07-30T05:37:23.712141 matches=0 nonzero=0 1520, 249.31, 1
4, 196.04, 0
CHECK 2026-07-30T05:37:23.857767 matches=0 nonzero=0 1520, 249.78, 0
4, 196.06, 0
CHECK 2026-07-30T05:37:24.008973 matches=0 nonzero=0 1520, 249.80, 0
4, 196.10, 0
CHECK 2026-07-30T05:37:24.152916 matches=0 nonzero=0 1520, 249.81, 1
4, 196.12, 0
CHECK 2026-07-30T05:37:24.488116 matches=0 nonzero=0 1520, 249.15, 0
4, 196.11, 0
CHECK 2026-07-30T05:37:24.844135 matches=0 nonzero=0 1520, 248.89, 0
4, 196.07, 0
CHECK 2026-07-30T05:37:25.004886 matches=0 nonzero=0 1520, 248.26, 0
4, 196.07, 0
CHECK 2026-07-30T05:37:25.685569 matches=0 nonzero=0 1520, 248.10, 0
4, 196.05, 0
CHECK 2026-07-30T05:37:25.842911 matches=0 nonzero=0 1520, 248.28, 0
4, 196.09, 0
CHECK 2026-07-30T05:37:25.985949 matches=0 nonzero=0 1520, 248.21, 0
4, 196.08, 0
CHECK 2026-07-30T05:37:26.129053 matches=0 nonzero=0 1520, 248.12, 1
4, 196.02, 0
CHECK 2026-07-30T05:37:26.272279 matches=0 nonzero=0 1520, 248.37, 1
4, 196.05, 0
CHECK 2026-07-30T05:37:26.420195 matches=0 nonzero=0 1520, 248.66, 1
4, 196.04, 0
CHECK 2026-07-30T05:37:26.564592 matches=0 nonzero=0 1520, 249.05, 1
4, 196.08, 0
CHECK 2026-07-30T05:37:26.918370 matches=0 nonzero=0 1520, 249.34, 1
4, 195.97, 0
CHECK 2026-07-30T05:37:27.210238 matches=0 nonzero=0 1520, 249.12, 1
4, 195.99, 0
CHECK 2026-07-30T05:37:27.360895 matches=0 nonzero=0 1520, 248.59, 0
4, 195.98, 0
CHECK 2026-07-30T05:37:28.146444 matches=0 nonzero=0 1520, 248.84, 0
4, 195.97, 0
CHECK 2026-07-30T05:37:28.301527 matches=0 nonzero=0 1520, 248.61, 1
4, 195.97, 0
CHECK 2026-07-30T05:37:28.446164 matches=0 nonzero=0 1520, 248.16, 0
4, 195.94, 0
CHECK 2026-07-30T05:37:28.807808 matches=0 nonzero=0 1520, 248.26, 1
4, 195.96, 0
CHECK 2026-07-30T05:37:29.115428 matches=0 nonzero=0 1520, 248.20, 0
4, 195.99, 0
CHECK 2026-07-30T05:37:29.260029 matches=0 nonzero=0 1520, 248.38, 1
4, 196.06, 0
CHECK 2026-07-30T05:37:29.580758 matches=0 nonzero=0 1520, 248.80, 1
4, 196.11, 0
CHECK 2026-07-30T05:37:29.931151 matches=0 nonzero=0 1520, 248.71, 0
4, 196.12, 0
CHECK 2026-07-30T05:37:30.080612 matches=0 nonzero=0 1520, 249.22, 1
4, 196.17, 0
CHECK 2026-07-30T05:37:30.358996 matches=0 nonzero=0 1520, 249.31, 1
4, 196.13, 0
CHECK 2026-07-30T05:37:30.710469 matches=0 nonzero=0 1520, 248.85, 0
4, 196.13, 0
CHECK 2026-07-30T05:37:30.863110 matches=0 nonzero=0 1520, 249.11, 0
4, 196.04, 0
CHECK 2026-07-30T05:37:31.145191 matches=0 nonzero=0 1520, 248.72, 1
4, 195.96, 0
CHECK 2026-07-30T05:37:31.435294 matches=0 nonzero=0 1520, 248.24, 1
4, 195.94, 0
CHECK 2026-07-30T05:37:31.585850 matches=0 nonzero=0 1520, 248.33, 0
4, 195.94, 0
CHECK 2026-07-30T05:37:31.729742 matches=0 nonzero=0 1520, 248.49, 1
4, 195.99, 0
CHECK 2026-07-30T05:37:31.870531 matches=0 nonzero=0 1520, 248.65, 1
4, 196.09, 0
CHECK 2026-07-30T05:37:32.149148 matches=0 nonzero=0 1520, 248.65, 0
4, 196.15, 0
CHECK 2026-07-30T05:37:32.298203 matches=0 nonzero=0 1520, 248.67, 1
4, 196.13, 0
CHECK 2026-07-30T05:37:32.441238 matches=0 nonzero=0 1520, 248.99, 1
4, 196.15, 0
CHECK 2026-07-30T05:37:32.582488 matches=0 nonzero=0 1520, 249.06, 0
4, 196.13, 0
CHECK 2026-07-30T05:37:32.721552 matches=0 nonzero=0 1520, 249.06, 1
4, 196.07, 0
CHECK 2026-07-30T05:37:32.867601 matches=0 nonzero=0 1520, 248.93, 1
4, 196.05, 0
CHECK 2026-07-30T05:37:33.018469 matches=0 nonzero=0 1520, 248.74, 1
4, 195.98, 0
CHECK 2026-07-30T05:37:33.158112 matches=0 nonzero=0 1520, 249.11, 1
4, 196.03, 0
CHECK 2026-07-30T05:37:33.598559 matches=0 nonzero=0 1520, 248.96, 0
4, 196.01, 0
CHECK 2026-07-30T05:37:33.763248 matches=0 nonzero=0 1520, 249.28, 1
4, 196.07, 0
CHECK 2026-07-30T05:37:33.913482 matches=0 nonzero=0 1520, 249.15, 1
4, 196.08, 0
CHECK 2026-07-30T05:37:34.055286 matches=0 nonzero=0 1520, 249.36, 1
4, 196.08, 0
CHECK 2026-07-30T05:37:34.205858 matches=0 nonzero=0 1520, 249.19, 1
4, 196.07, 0
CHECK 2026-07-30T05:37:34.516938 matches=0 nonzero=0 1520, 249.16, 0
4, 196.01, 0
CHECK 2026-07-30T05:37:34.659042 matches=0 nonzero=0 1520, 249.70, 1
4, 196.08, 0
CHECK 2026-07-30T05:37:34.808706 matches=0 nonzero=0 1520, 249.79, 1
4, 196.07, 0
CHECK 2026-07-30T05:37:35.070453 matches=0 nonzero=0 1520, 249.24, 0
4, 196.05, 0
CHECK 2026-07-30T05:37:35.333543 matches=0 nonzero=0 1520, 249.06, 0
4, 196.07, 0
CHECK 2026-07-30T05:37:35.482736 matches=0 nonzero=0 1520, 249.37, 1
4, 196.09, 0
CHECK 2026-07-30T05:37:35.627297 matches=0 nonzero=0 1520, 249.01, 1
4, 196.05, 0
CHECK 2026-07-30T05:37:35.770529 matches=0 nonzero=0 1520, 248.77, 0
4, 196.06, 0
CHECK 2026-07-30T05:37:35.920052 matches=0 nonzero=0 1520, 248.74, 1
4, 196.07, 0
CHECK 2026-07-30T05:37:36.189277 matches=0 nonzero=0 1520, 248.58, 1
4, 196.09, 0
CHECK 2026-07-30T05:37:36.336989 matches=0 nonzero=0 1520, 248.77, 0
4, 196.06, 0
CHECK 2026-07-30T05:37:36.835419 matches=0 nonzero=0 1520, 248.65, 0
4, 196.03, 0
CHECK 2026-07-30T05:37:36.983581 matches=0 nonzero=0 1520, 248.68, 0
4, 196.04, 0
CHECK 2026-07-30T05:37:37.128951 matches=0 nonzero=0 1520, 248.68, 1
4, 196.01, 0
CHECK 2026-07-30T05:37:37.271669 matches=0 nonzero=0 1520, 248.85, 1
4, 196.07, 0
CHECK 2026-07-30T05:37:37.419314 matches=0 nonzero=0 1520, 248.85, 0
4, 196.05, 0
CHECK 2026-07-30T05:37:37.705382 matches=0 nonzero=0 1520, 249.11, 0
4, 196.16, 0
CHECK 2026-07-30T05:37:37.971416 matches=0 nonzero=0 1520, 249.10, 0
4, 196.18, 0
CHECK 2026-07-30T05:37:38.121488 matches=0 nonzero=0 1520, 249.11, 1
4, 196.15, 0
CHECK 2026-07-30T05:37:38.398158 matches=0 nonzero=0 1520, 248.74, 1
4, 196.16, 0
CHECK 2026-07-30T05:37:38.549112 matches=0 nonzero=0 1520, 248.86, 1
4, 196.18, 0
CHECK 2026-07-30T05:37:38.696559 matches=0 nonzero=0 1520, 249.06, 1
4, 196.12, 0
CHECK 2026-07-30T05:37:39.038865 matches=0 nonzero=0 1520, 248.93, 0
4, 196.19, 0
CHECK 2026-07-30T05:37:39.413041 matches=0 nonzero=0 1520, 248.58, 0
4, 196.14, 0
CHECK 2026-07-30T05:37:39.752213 matches=0 nonzero=0 1520, 248.36, 1
4, 196.12, 0
CHECK 2026-07-30T05:37:40.025200 matches=0 nonzero=0 1520, 248.32, 0
4, 196.04, 0
CHECK 2026-07-30T05:37:40.313251 matches=0 nonzero=0 1520, 248.31, 0
4, 196.06, 0
CHECK 2026-07-30T05:37:40.465942 matches=0 nonzero=0 1520, 248.61, 0
4, 196.06, 0
CHECK 2026-07-30T05:37:40.613297 matches=0 nonzero=0 1520, 248.64, 0
4, 196.03, 0
CHECK 2026-07-30T05:37:40.759289 matches=0 nonzero=0 1520, 249.18, 0
4, 196.04, 0
CHECK 2026-07-30T05:37:40.914249 matches=0 nonzero=0 1520, 249.37, 1
4, 196.04, 0
CHECK 2026-07-30T05:37:41.242131 matches=0 nonzero=0 1520, 249.34, 1
4, 195.94, 0
CHECK 2026-07-30T05:37:41.382610 matches=0 nonzero=0 1520, 248.93, 1
4, 195.89, 0
CHECK 2026-07-30T05:37:41.713131 matches=0 nonzero=0 1520, 248.55, 0
4, 195.82, 0
CHECK 2026-07-30T05:37:42.011750 matches=0 nonzero=0 1520, 248.20, 0
4, 195.79, 0
CHECK 2026-07-30T05:37:42.174314 matches=0 nonzero=0 1520, 248.51, 1
4, 195.82, 0
CHECK 2026-07-30T05:37:42.320007 matches=0 nonzero=0 1520, 248.52, 1
4, 195.82, 0
CHECK 2026-07-30T05:37:42.465406 matches=0 nonzero=0 1520, 249.13, 1
4, 195.82, 0
CHECK 2026-07-30T05:37:42.617191 matches=0 nonzero=0 1520, 249.22, 1
4, 195.82, 0
CHECK 2026-07-30T05:37:42.762188 matches=0 nonzero=0 1520, 249.39, 1
4, 195.90, 0
CHECK 2026-07-30T05:37:43.022093 matches=0 nonzero=0 1520, 249.44, 1
4, 195.95, 0
CHECK 2026-07-30T05:37:43.166843 matches=0 nonzero=0 1520, 249.29, 1
4, 196.06, 0
CHECK 2026-07-30T05:37:43.459105 matches=0 nonzero=0 1520, 248.60, 0
4, 196.15, 0
CHECK 2026-07-30T05:37:43.830943 matches=0 nonzero=0 1520, 248.85, 0
4, 196.11, 0
CHECK 2026-07-30T05:37:44.151950 matches=0 nonzero=0 1520, 248.92, 1
4, 196.02, 0
CHECK 2026-07-30T05:37:44.596428 matches=0 nonzero=0 1520, 248.32, 0
4, 195.98, 0
CHECK 2026-07-30T05:37:44.766195 matches=0 nonzero=0 1520, 248.79, 1
4, 195.95, 0
CHECK 2026-07-30T05:37:44.915152 matches=0 nonzero=0 1520, 248.95, 1
4, 196.01, 0
CHECK 2026-07-30T05:37:45.218323 matches=0 nonzero=0 1520, 248.62, 1
4, 196.04, 0
CHECK 2026-07-30T05:37:45.364965 matches=0 nonzero=0 1520, 248.98, 1
4, 195.99, 0
CHECK 2026-07-30T05:37:45.683955 matches=0 nonzero=0 1520, 248.58, 0
4, 196.01, 0
CHECK 2026-07-30T05:37:46.046802 matches=0 nonzero=0 1520, 248.19, 0
4, 196.01, 0
CHECK 2026-07-30T05:37:46.192565 matches=0 nonzero=0 1520, 248.39, 0
4, 196.05, 0
CHECK 2026-07-30T05:37:46.339466 matches=0 nonzero=0 1520, 248.45, 1
4, 196.06, 0
CHECK 2026-07-30T05:37:46.480644 matches=0 nonzero=0 1520, 249.26, 0
4, 196.17, 0
CHECK 2026-07-30T05:37:46.842029 matches=0 nonzero=0 1520, 249.16, 0
4, 196.19, 0
CHECK 2026-07-30T05:37:46.982666 matches=0 nonzero=0 1520, 249.15, 1
4, 196.16, 0
CHECK 2026-07-30T05:37:47.261114 matches=0 nonzero=0 1520, 249.03, 0
4, 196.17, 0
CHECK 2026-07-30T05:37:47.411663 matches=0 nonzero=0 1520, 248.71, 1
4, 196.05, 0
CHECK 2026-07-30T05:37:47.684197 matches=0 nonzero=0 1520, 248.16, 0
4, 196.06, 0
CHECK 2026-07-30T05:37:47.830457 matches=0 nonzero=0 1520, 248.28, 0
4, 195.97, 0
CHECK 2026-07-30T05:37:47.973361 matches=0 nonzero=0 1520, 248.82, 1
4, 195.97, 0
CHECK 2026-07-30T05:37:48.247383 matches=0 nonzero=0 1520, 248.82, 1
4, 196.02, 0
CHECK 2026-07-30T05:37:48.398392 matches=0 nonzero=0 1520, 249.12, 1
4, 196.07, 0
CHECK 2026-07-30T05:37:48.673959 matches=0 nonzero=0 1520, 248.99, 0
4, 196.06, 0
CHECK 2026-07-30T05:37:49.175447 matches=0 nonzero=0 1520, 248.85, 1
4, 195.99, 0
CHECK 2026-07-30T05:37:49.486551 matches=0 nonzero=0 1520, 248.47, 0
4, 195.99, 0
CHECK 2026-07-30T05:37:49.645658 matches=0 nonzero=0 1520, 248.45, 0
4, 195.98, 0
CHECK 2026-07-30T05:37:50.082625 matches=0 nonzero=0 1520, 248.13, 0
4, 196.01, 0
CHECK 2026-07-30T05:37:50.639764 matches=0 nonzero=0 1520, 247.94, 0
4, 196.02, 0
CHECK 2026-07-30T05:37:50.784118 matches=0 nonzero=0 1520, 248.60, 1
4, 195.98, 0
CHECK 2026-07-30T05:37:51.135553 matches=0 nonzero=0 1520, 248.61, 0
4, 195.98, 0
CHECK 2026-07-30T05:37:51.278644 matches=0 nonzero=0 1520, 249.07, 1
4, 195.92, 0
CHECK 2026-07-30T05:37:51.601250 matches=0 nonzero=0 1520, 249.16, 0
4, 195.96, 0
CHECK 2026-07-30T05:37:51.755299 matches=0 nonzero=0 1520, 248.86, 0
4, 195.98, 0
CHECK 2026-07-30T05:37:52.320568 matches=0 nonzero=0 1520, 248.68, 1
4, 195.99, 0
CHECK 2026-07-30T05:37:52.617780 matches=0 nonzero=0 1520, 248.67, 1
4, 195.96, 0
CHECK 2026-07-30T05:37:52.763051 matches=0 nonzero=0 1520, 248.40, 0
4, 195.93, 0
CHECK 2026-07-30T05:37:53.005885 matches=0 nonzero=0 1520, 248.55, 1
4, 195.94, 0
CHECK 2026-07-30T05:37:53.318889 matches=0 nonzero=0 1520, 248.90, 0
4, 195.95, 0
CHECK 2026-07-30T05:37:53.596908 matches=0 nonzero=0 1520, 248.90, 1
4, 195.91, 0
CHECK 2026-07-30T05:37:53.747211 matches=0 nonzero=0 1520, 248.85, 1
4, 195.88, 0
CHECK 2026-07-30T05:37:54.050133 matches=0 nonzero=0 1520, 248.96, 0
4, 195.97, 0
CHECK 2026-07-30T05:37:54.359211 matches=0 nonzero=0 1520, 248.63, 0
4, 195.94, 0
CHECK 2026-07-30T05:37:54.512032 matches=0 nonzero=0 1520, 248.97, 1
4, 195.97, 0
CHECK 2026-07-30T05:37:54.771996 matches=0 nonzero=0 1520, 248.79, 0
4, 195.99, 0
CHECK 2026-07-30T05:37:54.923247 matches=0 nonzero=0 1520, 248.76, 1
4, 195.94, 0
CHECK 2026-07-30T05:37:55.235458 matches=0 nonzero=0 1520, 248.91, 0
4, 195.86, 0
CHECK 2026-07-30T05:37:55.708980 matches=0 nonzero=0 1520, 248.57, 0
4, 195.82, 0
CHECK 2026-07-30T05:37:55.863544 matches=0 nonzero=0 1520, 248.54, 0
4, 195.86, 0
CHECK 2026-07-30T05:37:56.190740 matches=0 nonzero=0 1520, 248.50, 0
4, 195.90, 0
CHECK 2026-07-30T05:37:56.334389 matches=0 nonzero=0 1520, 248.77, 1
4, 195.96, 0
CHECK 2026-07-30T05:37:56.619120 matches=0 nonzero=0 1520, 248.78, 1
4, 196.03, 0
CHECK 2026-07-30T05:37:56.771425 matches=0 nonzero=0 1520, 248.74, 1
4, 196.03, 0
CHECK 2026-07-30T05:37:57.122208 matches=0 nonzero=0 1520, 248.68, 0
4, 195.95, 0
CHECK 2026-07-30T05:37:57.268359 matches=0 nonzero=0 1520, 248.32, 1
4, 195.95, 0
CHECK 2026-07-30T05:37:57.595930 matches=0 nonzero=0 1520, 248.46, 1
4, 195.98, 0
CHECK 2026-07-30T05:37:57.855034 matches=0 nonzero=0 1520, 248.70, 0
4, 196.00, 0
CHECK 2026-07-30T05:37:58.226250 matches=0 nonzero=0 1520, 248.58, 0
4, 196.04, 0
CHECK 2026-07-30T05:37:58.582273 matches=0 nonzero=0 1520, 248.55, 0
4, 196.05, 0
CHECK 2026-07-30T05:37:58.734080 matches=0 nonzero=0 1520, 248.30, 1
4, 196.02, 0
CHECK 2026-07-30T05:37:59.041149 matches=0 nonzero=0 1520, 248.23, 1
4, 195.96, 0
CHECK 2026-07-30T05:37:59.182588 matches=0 nonzero=0 1520, 248.42, 1
4, 195.96, 0
CHECK 2026-07-30T05:37:59.524949 matches=0 nonzero=0 1520, 248.42, 0
4, 195.93, 0
CHECK 2026-07-30T05:37:59.668261 matches=0 nonzero=0 1520, 248.38, 1
4, 195.94, 0
CHECK 2026-07-30T05:37:59.970718 matches=0 nonzero=0 1520, 248.22, 1
4, 196.00, 0
CHECK 2026-07-30T05:38:00.238592 matches=0 nonzero=0 1520, 248.62, 0
4, 195.96, 0
CHECK 2026-07-30T05:38:00.595919 matches=0 nonzero=0 1520, 248.51, 0
4, 195.93, 0
CHECK 2026-07-30T05:38:00.749212 matches=0 nonzero=0 1520, 248.83, 1
4, 195.93, 0
CHECK 2026-07-30T05:38:01.136464 matches=0 nonzero=0 1520, 248.39, 1
4, 195.93, 0
CHECK 2026-07-30T05:38:01.462882 matches=0 nonzero=0 1520, 248.54, 0
4, 195.98, 0
CHECK 2026-07-30T05:38:01.617485 matches=0 nonzero=0 1520, 248.39, 0
4, 195.96, 0
CHECK 2026-07-30T05:38:01.936014 matches=0 nonzero=0 1520, 248.36, 0
4, 195.97, 0
CHECK 2026-07-30T05:38:02.084236 matches=0 nonzero=0 1520, 248.77, 1
4, 195.97, 0
CHECK 2026-07-30T05:38:02.226629 matches=0 nonzero=0 1520, 248.78, 1
4, 195.97, 0
CHECK 2026-07-30T05:38:02.370846 matches=0 nonzero=0 1520, 249.07, 1
4, 195.97, 0
CHECK 2026-07-30T05:38:02.720595 matches=0 nonzero=0 1520, 249.24, 1
4, 195.97, 0
CHECK 2026-07-30T05:38:03.079025 matches=0 nonzero=0 1520, 249.22, 0
4, 196.00, 0
CHECK 2026-07-30T05:38:03.223786 matches=0 nonzero=0 1520, 249.18, 0
4, 195.99, 0
CHECK 2026-07-30T05:38:03.504019 matches=0 nonzero=0 1520, 249.08, 0
4, 196.03, 0
CHECK 2026-07-30T05:38:03.787425 matches=0 nonzero=0 1520, 248.55, 0
4, 195.99, 0
CHECK 2026-07-30T05:38:03.936936 matches=0 nonzero=0 1520, 248.76, 1
4, 195.96, 0
CHECK 2026-07-30T05:38:04.084453 matches=0 nonzero=0 1520, 249.22, 1
4, 195.95, 0
CHECK 2026-07-30T05:38:04.228774 matches=0 nonzero=0 1520, 248.88, 1
4, 195.98, 0
CHECK 2026-07-30T05:38:04.372902 matches=0 nonzero=0 1520, 249.20, 0
4, 195.96, 0
CHECK 2026-07-30T05:38:04.520161 matches=0 nonzero=0 1520, 249.77, 1
4, 195.93, 0
CHECK 2026-07-30T05:38:04.847879 matches=0 nonzero=0 1520, 249.31, 0
4, 195.99, 0
CHECK 2026-07-30T05:38:05.213036 matches=0 nonzero=0 1520, 248.85, 0
4, 195.97, 0
CHECK 2026-07-30T05:38:05.568188 matches=0 nonzero=0 1520, 248.30, 1
4, 195.97, 0
CHECK 2026-07-30T05:38:05.890063 matches=0 nonzero=0 1520, 248.11, 0
4, 195.96, 0
CHECK 2026-07-30T05:38:06.034576 matches=0 nonzero=0 1520, 248.30, 0
4, 195.96, 0
CHECK 2026-07-30T05:38:06.646895 matches=0 nonzero=0 1520, 248.28, 0
4, 195.99, 0
CHECK 2026-07-30T05:38:06.843198 matches=0 nonzero=0 1520, 248.30, 0
4, 195.98, 0
CHECK 2026-07-30T05:38:06.986674 matches=0 nonzero=0 1520, 248.26, 1
4, 195.97, 0
CHECK 2026-07-30T05:38:07.261493 matches=0 nonzero=0 1520, 248.38, 0
